category,images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
Dangerous warning,2228,93.71613554757629,93.17960053859963,93.04428635547578,92.99997307001796,92.73118491921008,92.50637342908442,92.23640933572709,92.19121184919213,91.92160682226213,91.33901256732496,90.48457809694793
Regularoty,7545,95.14927766732937,94.22117428760768,93.90259774685221,93.94250629555998,93.3063578528827,92.6960251822399,91.94146984758119,91.27898210735586,90.48317296222666,88.7474870775348,87.47533333333331
