filter,noise_52,noise_49,noise_42,baseline_52,baseline_49,baseline_42,norm_52,norm_49,norm_42,homo_52,homo_49,homo_42
Original,86.54486237593369,87.45578839660287,87.36318019032026,88.32513967052083,90.27939527269005,89.90056277499232,94.3827647600532,94.43302977591321,94.44452061802927,91.84505576588562,92.22410314130768,92.00801084620892
fog,71.44138033357208,70.4085654353832,72.53646270336641,45.6049913025683,35.05584569732937,44.530316177222964,52.020906579351276,54.08773252839456,54.220467614857256,36.72350353013404,39.26080834953443,33.57232784201371
night,83.30075411848972,82.60572802619463,78.48146116852553,71.41052696203828,78.56317507418396,75.76002455745422,92.13127187148264,91.49601964596337,91.8868054844981,84.52869947815411,79.83272280773559,80.16974316995804
rain,78.94200859510897,79.95411746648932,83.10567584160441,77.72476823902589,81.93075104880795,82.14485316688837,88.79596643814591,89.25607285378082,88.22331218663665,89.09220096183361,88.5703673385859,87.9162028036427
snow,54.16929294996419,56.88107029571269,63.97203826869947,59.36730174971861,72.13728026194617,63.10221528701525,69.79367645554078,69.80451550189296,70.46033254885911,80.48672157986289,82.2678880589379,81.75602987823595
day,86.3506077969917,87.29167911593166,87.30116033971144,88.37673488181724,90.07461270848255,89.91140284457177,94.4031576793206,94.51593471810091,94.41329786145502,90.94474265834441,91.06701217640436,90.51514069374808
