class,filters,error
20,Original,96.97
53,Original,90.34
50,Original,95.17
3,Original,71.43
52,Original,97.73
86,Original,94.38
31,Original,93.33
30,Original,97.91
32,Original,97.47
90,Original,97.57
47,Original,81.48
78,Original,97.97
93,Original,82.76
23,Original,96.92
29,Original,71.93
42,Original,93.59
51,Original,95.88
46,Original,97.25
45,Original,100.0
62,Original,87.88
5,Original,85.71
48,Original,93.21
12,Original,91.84
16,Original,93.04
99,Original,78.95
26,Original,90.91
15,Original,91.14
17,Original,86.54
74,Original,94.66
97,Original,82.54
25,Original,85.71
72,Original,95.35
49,Original,94.64
21,Original,93.55
40,Original,93.62
0,Original,93.5
28,Original,96.48
92,Original,41.67
63,Original,95.56
65,Original,100.0
68,Original,94.44
88,Original,78.57
66,Original,80.77
55,Original,96.54
60,Original,90.48
11,Original,93.33
76,Original,94.44
102,Original,96.0
35,Original,94.29
19,Original,92.45
6,Original,81.67
57,Original,92.86
61,Original,91.07
36,Original,99.35
91,Original,91.53
43,Original,96.3
73,Original,95.92
37,Original,97.12
1,Original,95.45
2,Original,83.33
79,Original,93.2
56,Original,70.83
67,Original,99.44
83,Original,97.44
81,Original,88.89
34,Original,95.24
87,Original,89.87
4,Original,66.67
69,Original,72.73
75,Original,94.12
59,Original,100.0
70,Original,100.0
24,Original,70.0
77,Original,89.13
98,Original,33.33
9,Original,33.33
22,Original,78.46
89,Original,25.0
54,Original,56.25
71,Original,95.83
64,Original,54.55
94,Original,0.0
39,Original,75.76
41,Original,95.88
7,Original,82.5
100,Original,50.0
82,Original,85.71
58,Original,75.0
33,Original,83.33
38,Original,66.67
84,Original,0.0
101,Original,100.0
27,Original,0.0
18,Original,60.0
80,Original,100.0
10,Original,84.62
85,Original,55.56
13,Original,50.0
8,Original,0.0
95,Original,0.0
96,Original,14.29
44,Original,71.43
14,Original,0.0
