category,sub-category,images,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42
Dangerous warning,Dangerous warning,2228,90.57375673249551,90.35067324955118,89.90210951526032,89.94643177737882,88.91362208258528,88.15206912028725,86.89420556552962,86.44501795332138,85.54697935368044,83.84003590664274,83.12454219030522
Regularoty,Priority ,1041,96.53992315081652,96.54067243035543,96.06005763688762,95.67806916426514,95.00705091258406,95.39190201729107,94.71668587896252,94.8092507204611,93.46547550432277,93.65861671469742,92.89034582132565
Regularoty,Prohibitory,3957,94.2640990649482,93.0763356077837,92.36761688147587,91.43274197624463,91.2552539802881,89.89167045741725,87.91961839777608,87.01057366691936,86.2776042456406,84.93789486985092,84.00353803386403
Regularoty,Mandatory,1203,95.09460515378223,95.17934330839569,94.76233582709894,94.67841230257692,94.01334995843726,94.2633582709892,93.09965918536993,91.77029925187036,91.35559434746466,90.60686616791355,89.94354945968414
Regularoty,Special regulations,1344,91.21886904761904,91.14418898809524,90.10600446428573,89.80583333333333,88.614962797619,87.94831101190476,86.98006696428573,86.08690476190478,85.71527529761906,83.55702380952381,84.15229166666668
