images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
9773,93.34865445615473,92.81712268494834,92.18260922950986,91.72189194720147,91.09746239639826,90.35183362324773,88.91828404788703,88.17121047784714,87.42441624884884,86.12444182953037,85.50139158907196
