category,images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
Dangerous warning,2228,90.57375673249551,90.35067324955118,89.90210951526032,89.94643177737882,88.91362208258528,88.15206912028725,86.89420556552962,86.44501795332138,85.54697935368044,83.84003590664274,83.12454219030522
Regularoty,7545,94.16806759443341,93.54545261762759,92.85602915838304,92.24617627567926,91.74233929754806,91.00141285619617,89.51598409542744,88.68094632206758,87.97881378396288,86.79901524188207,86.20326308813785
