category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228,90.75501346499102,70.60199730700181,60.05284111310593,68.85100538599642,73.51994165170557,54.533716337522456
Regularoty,Priority ,1041,96.06218059558117,81.269414024976,82.61585014409222,87.0311335254563,82.8041018251681,68.48985590778098
Regularoty,Prohibitory,3957,93.20391205458681,69.04192064695476,63.30520849128126,70.78472580237552,72.20039171089209,53.47388931008341
Regularoty,Mandatory,1203,94.43119700748127,71.5719451371571,72.73482959268497,76.47685785536159,80.96290939318371,67.41517040731505
Regularoty,Special regulations,1344,89.73298363095242,61.46003720238096,67.70886160714285,72.99040178571428,70.09114583333333,53.050952380952374
