images,Original_model_42_noise,fognight_model_42_noise,fogsnow_model_42_noise,fograin_model_42_noise,rainnight_model_42_noise,snownight_model_42_noise
9773,92.6238248234933,69.96878440601655,66.38701012994986,73.07841706743066,74.41924997441932,56.972901872505886
