category,images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
Dangerous warning,2228,93.17851436265707,92.59467235188511,91.47321364452424,90.44045332136444,88.19560592459605,86.62321364452426,85.19014362657092,83.93,81.86632405745063,80.38670556552964,78.05129712746859
Regularoty,7545,95.04300331345262,94.10218422796554,93.04193373094765,90.9740728959576,89.3305434062293,87.60722995361166,84.89057388999336,83.15394035785289,81.14043737574555,78.02463618290258,76.2365328031809
