images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
9773,94.61794638289163,93.75850915788396,92.68430471707767,90.85242095569427,89.07180599611173,87.38289880282412,84.9588683106518,83.33086258057915,81.30592141614653,78.56312902895733,76.65025376036017
