epoch,validation_loss,validation_accuracy
1,1.6109750270843506,0.5749857425689697
2,0.7919767498970032,0.7972396016120911
3,0.5245752334594727,0.8678144812583923
4,0.4277200996875763,0.8895845413208008
5,0.3788449168205261,0.9095048308372498
6,0.3910441994667053,0.9178998470306396
7,0.40147045254707336,0.9288560152053833
8,0.42258742451667786,0.9262948036193848
9,0.4005338251590729,0.9331246614456177
10,0.48806142807006836,0.923733651638031
11,0.4718654751777649,0.9305634498596191
12,0.4572223126888275,0.9363972544670105
13,0.48230257630348206,0.9395276308059692
14,0.5148781538009644,0.9403813481330872
15,0.5350069999694824,0.9376778602600098
16,0.5616702437400818,0.9435116648674011
17,0.5545836091041565,0.9439385533332825
18,0.5866121053695679,0.9442231059074402
19,0.6075785160064697,0.944365382194519
20,0.6284388899803162,0.9445076584815979
21,0.6439255475997925,0.9442231059074402
22,0.6560004353523254,0.9440808296203613
23,0.6737258434295654,0.9437962174415588
24,0.6859373450279236,0.9437962174415588
25,0.6986008882522583,0.9437962174415588
