epoch,validation_loss,validation_accuracy
1,1.7254222631454468,0.5599032640457153
2,0.735666036605835,0.8165907859802246
3,0.5225116610527039,0.8659647107124329
4,0.43820416927337646,0.8929994106292725
5,0.39941468834877014,0.9082242250442505
6,0.46088889241218567,0.91548091173172
7,0.44388189911842346,0.9197495579719543
8,0.5280417203903198,0.9183266758918762
9,0.5321853756904602,0.9267216920852661
10,0.5436075329780579,0.9227375984191895
11,0.5359265208244324,0.9297097325325012
12,0.5807493329048157,0.9304211735725403
13,0.6718869209289551,0.9289982914924622
14,0.6507112383842468,0.9297097325325012
15,0.6459686756134033,0.9318440556526184
16,0.7499001622200012,0.9250142574310303
17,0.777277410030365,0.9341206550598145
18,0.7800112962722778,0.9339783787727356
19,0.8025777339935303,0.9345475435256958
20,0.8228915333747864,0.9349743723869324
21,0.8388748168945312,0.9348320960998535
22,0.8519762754440308,0.9346898198127747
23,0.8674649596214294,0.9345475435256958
24,0.8820896744728088,0.9342629313468933
25,0.8957201242446899,0.9342629313468933
