epoch,model_52,model_49,model_42
1,2.2708144187927246,1.7254222631454468,1.6109750270843506
2,1.0989187955856323,0.735666036605835,0.7919767498970032
3,0.6676927208900452,0.5225116610527039,0.5245752334594727
4,0.49058541655540466,0.43820416927337646,0.4277200996875763
5,0.4049225449562073,0.39941468834877014,0.3788449168205261
6,0.37655338644981384,0.46088889241218567,0.3910441994667053
7,0.37364017963409424,0.44388189911842346,0.40147045254707336
8,0.4012953042984009,0.5280417203903198,0.42258742451667786
9,0.42961782217025757,0.5321853756904602,0.4005338251590729
10,0.43157145380973816,0.5436075329780579,0.48806142807006836
11,0.4651496112346649,0.5359265208244324,0.4718654751777649
12,0.5039297938346863,0.5807493329048157,0.4572223126888275
13,0.49381259083747864,0.6718869209289551,0.48230257630348206
14,0.629382312297821,0.6507112383842468,0.5148781538009644
15,0.5939826369285583,0.6459686756134033,0.5350069999694824
16,0.5941126942634583,0.7499001622200012,0.5616702437400818
17,0.589651882648468,0.777277410030365,0.5545836091041565
18,0.6522438526153564,0.7800112962722778,0.5866121053695679
19,0.6520783305168152,0.8025777339935303,0.6075785160064697
20,0.6787199974060059,0.8228915333747864,0.6284388899803162
21,0.7027724981307983,0.8388748168945312,0.6439255475997925
22,0.7241960763931274,0.8519762754440308,0.6560004353523254
23,0.7500806450843811,0.8674649596214294,0.6737258434295654
24,0.7734674215316772,0.8820896744728088,0.6859373450279236
25,0.7875813245773315,0.8957201242446899,0.6986008882522583
26,0.8028041124343872, , 
