class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
0,91.87,92.68,92.68,93.5,93.5,93.5,93.5,92.68,93.5,91.87,92.68,123
1,88.64,86.36,88.64,88.64,88.64,86.36,84.09,84.09,88.64,84.09,81.82,44
2,79.63,85.19,87.04,87.04,87.04,87.04,87.04,85.19,87.04,83.33,81.48,54
3,66.67,61.9,61.9,57.14,57.14,57.14,57.14,57.14,61.9,52.38,57.14,21
4,55.56,55.56,55.56,66.67,66.67,55.56,44.44,44.44,44.44,55.56,44.44,9
5,71.43,85.71,85.71,85.71,85.71,85.71,85.71,71.43,71.43,71.43,57.14,7
6,86.67,88.33,88.33,88.33,88.33,88.33,88.33,90.0,91.67,90.0,88.33,60
7,62.5,55.0,50.0,50.0,50.0,50.0,45.0,40.0,45.0,42.5,45.0,40
8,0.0,0.0,33.33,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,3
9,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,3
10,92.31,92.31,92.31,92.31,92.31,92.31,92.31,100.0,100.0,100.0,100.0,13
11,88.89,88.89,88.89,88.89,88.89,88.89,88.89,84.44,84.44,84.44,80.0,45
12,89.8,88.78,87.76,86.73,86.73,86.73,87.76,87.76,87.76,87.76,87.76,98
13,50.0,75.0,75.0,75.0,75.0,50.0,75.0,75.0,75.0,75.0,75.0,4
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
15,91.14,92.41,92.41,90.51,90.51,89.87,90.51,90.51,90.51,91.14,88.61,158
16,92.67,92.31,93.41,93.41,93.41,94.14,94.51,94.14,94.14,94.51,94.87,273
17,71.15,63.46,61.54,61.54,65.38,65.38,65.38,65.38,61.54,59.62,51.92,52
18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5
19,93.4,95.28,93.4,93.4,93.4,94.34,92.45,93.4,94.34,93.4,92.45,106
20,95.67,95.67,95.24,94.81,94.81,94.37,94.37,93.94,93.94,93.07,93.94,231
21,91.4,93.55,91.4,90.32,89.25,89.25,88.17,84.95,83.87,72.04,68.82,93
22,83.08,84.62,84.62,81.54,81.54,81.54,81.54,81.54,83.08,83.08,80.0,65
23,95.08,94.77,95.38,96.31,96.0,95.69,95.38,95.69,95.38,93.85,93.85,325
24,75.0,70.0,65.0,65.0,65.0,65.0,65.0,70.0,70.0,65.0,70.0,20
25,76.19,71.43,71.43,71.43,71.43,71.43,71.43,76.19,76.19,76.19,71.43,21
26,95.45,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,22
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
28,96.09,96.88,96.48,95.7,95.31,95.31,94.92,94.92,93.75,92.19,90.23,256
29,77.19,77.19,70.18,68.42,70.18,68.42,68.42,70.18,57.89,59.65,64.91,57
30,98.14,98.14,97.91,97.91,98.14,97.45,97.91,97.45,97.68,97.22,96.98,431
31,92.78,94.44,92.78,94.44,95.56,96.67,95.56,96.11,95.0,93.89,93.89,180
32,97.75,97.75,97.75,97.75,97.47,97.75,98.31,98.03,97.19,96.07,95.22,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21
35,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,91.43,85.71,77.14,35
36,97.4,98.7,99.35,99.35,99.35,100.0,100.0,100.0,100.0,98.7,98.7,154
37,95.68,95.68,95.68,95.68,95.68,95.68,95.68,95.68,94.96,94.96,94.96,139
38,77.78,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,9
39,81.82,81.82,81.82,81.82,84.85,84.85,84.85,84.85,84.85,78.79,72.73,33
40,82.98,89.36,87.23,85.11,82.98,82.98,82.98,80.85,82.98,82.98,78.72,47
41,94.85,92.78,94.85,94.85,93.81,93.81,94.85,92.78,91.75,91.75,93.81,97
42,92.31,94.87,94.87,94.87,93.59,93.59,93.59,94.87,93.59,93.59,89.74,78
43,98.15,98.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.15,98.15,54
44,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,85.71,71.43,71.43,7
45,99.62,99.62,99.62,99.62,99.62,99.25,99.25,99.25,99.25,98.87,98.49,265
46,96.86,96.08,96.08,96.47,96.47,96.47,96.08,96.08,96.08,96.08,95.69,255
47,77.78,77.78,77.78,74.07,77.78,74.07,74.07,74.07,74.07,74.07,74.07,27
48,92.59,92.59,93.21,93.21,93.21,93.52,93.52,93.52,92.9,91.67,91.98,324
49,94.64,94.64,94.64,94.64,94.64,94.64,94.64,92.86,94.64,94.64,94.64,56
50,94.69,94.69,95.17,95.17,95.17,96.86,95.65,94.69,95.65,94.93,93.72,414
51,96.3,95.88,95.88,94.65,94.65,95.06,94.65,93.83,95.06,95.47,93.0,243
52,98.35,97.52,97.52,97.73,97.52,97.31,97.11,96.69,96.9,95.45,93.39,484
53,91.18,91.6,92.86,92.44,91.6,91.18,91.18,89.5,90.76,90.76,81.51,238
54,50.0,50.0,56.25,50.0,56.25,56.25,56.25,56.25,56.25,56.25,50.0,16
55,96.97,94.81,95.24,94.81,95.24,94.81,94.81,93.07,93.51,94.37,94.37,231
56,70.83,70.83,75.0,70.83,70.83,70.83,66.67,66.67,58.33,62.5,50.0,24
57,94.39,95.41,94.9,94.39,94.9,94.9,94.9,94.9,94.9,93.37,90.82,196
58,83.33,75.0,66.67,75.0,75.0,75.0,75.0,58.33,58.33,66.67,66.67,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27
60,96.83,95.24,96.83,98.41,96.83,96.83,98.41,98.41,98.41,96.83,93.65,63
61,91.07,92.86,92.86,92.86,92.86,92.86,92.86,91.07,91.07,91.07,89.29,56
62,84.85,75.76,75.76,84.85,84.85,81.82,81.82,81.82,81.82,81.82,81.82,33
63,96.44,95.11,93.78,94.67,94.22,93.78,90.67,88.89,77.78,70.22,67.11,225
64,54.55,54.55,36.36,45.45,45.45,36.36,36.36,36.36,36.36,54.55,45.45,11
65,77.78,77.78,77.78,88.89,88.89,88.89,88.89,88.89,88.89,77.78,44.44,9
66,85.38,82.31,83.08,84.62,80.0,76.15,73.85,70.0,68.46,63.85,63.08,130
67,100.0,100.0,100.0,99.44,99.44,99.44,99.44,97.78,97.22,95.0,90.56,180
68,88.89,91.67,94.44,91.67,88.89,88.89,91.67,83.33,86.11,83.33,86.11,36
69,90.91,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.91,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.28,58
71,95.83,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.83,91.67,91.67,24
72,95.35,94.19,94.19,95.35,93.02,91.86,90.7,90.7,89.53,89.53,87.21,86
73,95.92,97.96,97.96,97.96,97.96,97.96,97.96,97.96,93.88,93.88,93.88,49
74,97.09,96.6,96.6,96.6,96.6,95.63,96.12,95.63,93.69,92.23,88.35,206
75,92.16,94.12,94.12,92.16,92.16,92.16,92.16,92.16,92.16,94.12,90.2,51
76,83.33,83.33,83.33,83.33,77.78,72.22,77.78,61.11,61.11,61.11,55.56,18
77,84.78,82.61,80.43,81.16,81.16,82.61,81.16,80.43,81.16,81.88,80.43,138
78,96.95,97.46,97.46,96.95,96.45,97.97,96.45,94.42,94.42,92.89,93.91,197
79,91.26,93.2,91.26,92.23,93.2,92.23,92.23,92.23,92.23,94.17,92.23,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,86.11,86.11,88.89,86.11,86.11,86.11,86.11,86.11,83.33,83.33,72.22,36
82,100.0,100.0,100.0,100.0,85.71,85.71,100.0,85.71,71.43,85.71,85.71,7
83,97.44,97.44,96.15,96.15,94.87,94.87,94.87,94.87,91.03,92.31,91.03,78
84,25.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,25.0,50.0,25.0,4
85,0.0,0.0,0.0,11.11,11.11,11.11,11.11,22.22,11.11,22.22,33.33,9
86,95.51,94.38,94.38,93.82,92.7,92.7,89.89,87.08,85.96,83.15,83.15,178
87,90.51,85.44,85.44,84.81,82.28,77.85,71.52,60.13,57.59,52.53,50.0,158
88,75.0,78.57,78.57,82.14,75.0,78.57,71.43,67.86,64.29,64.29,64.29,28
89,50.0,37.5,37.5,50.0,50.0,50.0,25.0,25.0,12.5,25.0,12.5,8
90,97.09,97.57,97.25,97.25,97.25,97.57,96.93,96.44,95.15,93.37,88.67,618
91,89.83,88.14,86.44,86.44,84.75,83.05,86.44,86.44,84.75,84.75,76.27,59
92,66.67,75.0,83.33,83.33,75.0,66.67,50.0,50.0,33.33,33.33,50.0,12
93,77.59,75.86,74.14,75.86,70.69,70.69,70.69,68.97,67.24,56.9,55.17,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,7
97,77.78,76.19,73.02,74.6,71.43,73.02,73.02,68.25,73.02,69.84,68.25,63
98,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,78.95,73.68,19
