category,images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
Dangerous warning,2228,89.27296229802512,89.31894973070017,89.0040619389587,88.69078994614003,88.64586624775583,88.50887342908437,88.28523788150807,88.01644973070019,87.83688958707361,86.44665170556553,85.68208707360863
Regularoty,7545,94.11562756792578,93.84950033134528,93.77045593108018,93.86338767395628,93.49223326706428,93.37307488402917,92.83084426772699,91.78295825049702,91.05418157720345,89.87462557985421,87.88556792577864
