images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
9773,93.0116207919779,92.66421671953341,92.06961731300522,91.56913434973909,90.70936457587231,90.35117057198406,89.23539752379006,88.26290391896039,87.28126061598282,85.9512012688018,85.449272485419
