category,images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
Dangerous warning,2228,89.27296229802512,89.27371633752243,88.59947486535007,88.77843357271095,87.97248204667862,87.61281418312386,85.86301166965889,85.27840664272888,84.6949012567325,82.67548922800717,81.77762118491921
Regularoty,7545,94.11562756792578,93.66541418157722,93.09433267064283,92.39321404903912,91.5175520212061,91.15979324055668,90.23124585818425,89.14421073558648,88.04499933730948,86.91850231941683,86.53349237905897
