class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
19,92.45,92.45,92.45,93.4,94.34,95.28,94.34,98.11,95.28,99.06,96.23,106
20,97.84,97.84,97.84,97.4,97.4,97.4,96.97,96.54,97.84,96.97,95.67,231
21,95.7,95.7,95.7,95.7,95.7,95.7,95.7,95.7,94.62,93.55,92.47,93
22,78.46,81.54,80.0,80.0,80.0,78.46,78.46,78.46,81.54,81.54,76.92,65
23,98.46,98.46,98.77,98.46,98.77,98.46,98.46,98.77,98.46,97.85,96.31,325
24,75.0,75.0,75.0,75.0,75.0,75.0,75.0,70.0,70.0,70.0,70.0,20
25,100.0,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,100.0,21
26,90.91,90.91,90.91,86.36,90.91,86.36,86.36,86.36,86.36,86.36,86.36,22
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
28,97.66,96.88,97.27,97.66,97.66,98.05,98.05,98.05,98.44,96.09,96.09,256
29,91.23,89.47,89.47,89.47,91.23,91.23,89.47,91.23,91.23,87.72,87.72,57
30,97.68,97.68,97.91,97.91,97.68,97.68,97.68,97.68,97.68,97.45,97.45,431
31,96.67,95.56,95.0,96.67,96.67,96.67,96.67,96.11,96.67,95.56,94.44,180
32,98.31,97.19,97.75,97.47,97.19,96.63,96.63,96.63,95.22,90.45,88.48,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,77.78,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21
35,100.0,100.0,97.14,100.0,100.0,100.0,94.29,94.29,94.29,94.29,94.29,35
36,100.0,98.7,98.05,98.05,98.05,98.7,98.7,98.7,98.05,96.1,96.1,154
37,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.24,139
38,77.78,77.78,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,9
39,87.88,90.91,87.88,87.88,87.88,87.88,87.88,81.82,81.82,78.79,78.79,33
40,91.49,91.49,93.62,93.62,93.62,93.62,93.62,93.62,89.36,91.49,85.11,47
41,93.81,93.81,95.88,95.88,93.81,94.85,94.85,93.81,92.78,93.81,93.81,97
42,93.59,94.87,94.87,94.87,94.87,94.87,94.87,94.87,92.31,92.31,92.31,78
43,100.0,98.15,100.0,100.0,100.0,98.15,98.15,98.15,98.15,98.15,98.15,54
44,85.71,85.71,71.43,71.43,71.43,71.43,71.43,71.43,71.43,85.71,71.43,7
45,98.49,98.87,98.87,98.87,98.87,98.11,98.49,98.11,97.74,98.49,98.49,265
46,98.43,97.65,98.43,98.43,98.43,98.43,98.43,98.04,98.04,98.04,98.43,255
47,85.19,81.48,85.19,85.19,85.19,85.19,81.48,85.19,81.48,77.78,81.48,27
48,93.83,92.59,92.28,92.9,92.9,92.59,92.28,92.28,91.98,91.05,90.43,324
49,87.5,85.71,85.71,87.5,87.5,87.5,87.5,87.5,87.5,87.5,85.71,56
50,96.38,96.14,96.86,96.38,96.62,96.38,96.14,95.65,95.41,94.93,95.41,414
51,98.35,97.94,97.94,97.53,97.94,97.53,97.53,97.53,97.94,97.94,97.94,243
52,98.35,97.73,98.14,97.52,97.11,96.69,96.9,96.9,96.49,95.87,95.04,484
53,92.86,93.28,94.12,93.28,92.86,90.76,90.34,90.76,91.6,89.5,86.97,238
54,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,62.5,56.25,16
55,98.27,97.4,96.97,96.54,96.54,96.1,94.81,93.94,94.81,94.81,95.24,231
56,79.17,75.0,75.0,75.0,75.0,70.83,58.33,54.17,54.17,54.17,50.0,24
57,97.45,97.45,97.45,96.94,97.45,96.94,95.92,96.43,96.43,94.39,94.9,196
58,83.33,83.33,66.67,83.33,83.33,83.33,83.33,83.33,83.33,83.33,75.0,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27
60,98.41,92.06,96.83,100.0,98.41,100.0,100.0,100.0,96.83,96.83,100.0,63
61,94.64,91.07,91.07,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,56
62,90.91,87.88,87.88,93.94,93.94,96.97,96.97,96.97,96.97,93.94,93.94,33
63,96.44,94.67,92.0,87.56,83.56,79.56,72.44,63.56,51.11,35.11,26.67,225
64,36.36,36.36,27.27,27.27,27.27,27.27,27.27,27.27,27.27,9.09,0.0,11
65,66.67,77.78,66.67,66.67,66.67,66.67,66.67,77.78,44.44,44.44,22.22,9
66,87.69,84.62,80.0,79.23,73.85,67.69,64.62,66.15,58.46,60.0,62.31,130
67,99.44,97.78,99.44,100.0,100.0,98.89,99.44,99.44,98.33,97.78,97.78,180
68,94.44,94.44,94.44,91.67,94.44,94.44,91.67,94.44,91.67,94.44,91.67,36
69,72.73,90.91,90.91,90.91,90.91,90.91,90.91,81.82,90.91,81.82,81.82,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58
71,95.83,95.83,95.83,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24
72,96.51,96.51,96.51,96.51,96.51,94.19,91.86,90.7,93.02,89.53,86.05,86
73,95.92,95.92,93.88,91.84,91.84,91.84,91.84,91.84,91.84,89.8,89.8,49
74,97.09,94.66,94.17,93.69,92.72,92.72,91.75,91.26,90.78,87.38,82.04,206
75,88.24,88.24,88.24,88.24,88.24,88.24,86.27,86.27,88.24,88.24,90.2,51
76,88.89,88.89,94.44,94.44,88.89,88.89,83.33,83.33,83.33,83.33,83.33,18
77,89.86,86.23,80.43,79.71,79.71,78.99,74.64,72.46,71.01,71.01,69.57,138
78,97.97,99.49,98.48,98.98,99.49,100.0,99.49,99.49,99.49,98.98,100.0,197
79,93.2,92.23,90.29,90.29,90.29,88.35,89.32,88.35,87.38,86.41,83.5,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,66.67,66.67,3
81,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,36
82,100.0,100.0,100.0,85.71,85.71,71.43,71.43,71.43,28.57,28.57,28.57,7
83,93.59,93.59,93.59,94.87,94.87,94.87,94.87,93.59,92.31,91.03,91.03,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,55.56,44.44,44.44,44.44,44.44,33.33,33.33,33.33,44.44,33.33,33.33,9
86,92.13,88.76,87.08,86.52,85.39,83.15,80.34,76.4,71.35,68.54,60.67,178
87,84.81,79.75,79.75,79.11,78.48,77.22,72.15,67.72,64.56,62.03,61.39,158
88,82.14,78.57,82.14,82.14,82.14,82.14,82.14,78.57,82.14,78.57,78.57,28
89,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,8
90,98.22,98.22,97.73,97.57,97.57,97.25,96.93,96.12,94.98,92.39,88.35,618
91,91.53,91.53,91.53,91.53,89.83,89.83,91.53,91.53,91.53,91.53,89.83,59
92,25.0,8.33,8.33,8.33,8.33,16.67,16.67,16.67,8.33,8.33,16.67,12
93,82.76,81.03,79.31,68.97,56.9,58.62,46.55,48.28,48.28,50.0,46.55,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,14.29,7
97,80.95,82.54,82.54,82.54,82.54,82.54,82.54,82.54,80.95,76.19,77.78,63
98,66.67,66.67,66.67,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,3
99,84.21,84.21,84.21,84.21,89.47,89.47,89.47,89.47,89.47,89.47,84.21,19
100,100.0,83.33,100.0,83.33,83.33,83.33,66.67,66.67,83.33,66.67,66.67,6
101,100.0,60.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,92.0,96.0,96.0,25
