category,sub-category,images,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42
Dangerous warning,Dangerous warning,2228,93.17851436265707,92.95407989228005,92.8643447037702,92.99815529622978,92.81945691202871,92.81874326750449,92.63939856373429,92.81875673249552,92.72970825852782,92.19119838420109,91.11236983842011
Regularoty,Priority ,1041,97.5974831892411,97.02253602305476,97.11628242074927,97.40544668587897,97.21446685878962,97.0229586935639,96.83097982708934,96.63818443804035,96.34878962536023,94.43039385206534,93.56303554274736
Regularoty,Prohibitory,3957,95.60300480161739,94.87060146575689,94.7431715946424,94.46625221127117,93.98613848875414,93.25195855446044,92.4946676775335,91.88721253474856,90.62531463229719,89.2351225676017,88.42478140005055
Regularoty,Mandatory,1203,95.42821280133,94.6794098088113,93.8469991687448,93.68193682460515,93.59920199501246,93.01899418121363,92.01955112219447,91.51936824605153,90.93878636741478,89.77490440565253,88.3646051537822
Regularoty,Special regulations,1344,91.07087053571428,89.50866071428571,88.98660714285714,88.24285714285716,87.4235863095238,86.9059449404762,85.26999255952381,83.78093005952381,82.14188244047618,79.90943452380952,76.71095982142857
