category,images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
Dangerous warning,2228,93.17851436265707,92.95407989228005,92.8643447037702,92.99815529622978,92.8194569120287,92.81874326750449,92.63939856373429,92.81875673249552,92.72970825852782,92.19119838420109,91.11236983842011
Regularoty,7545,95.04300331345262,94.18189529489729,93.90228230616302,93.63814446653413,93.20086812458584,92.60468389662029,91.73026375082836,91.04008217362492,89.95381179589131,88.37679390324718,87.03752551358517
