class,filters,error
23,night6,98.46
17,night6,84.62
28,night6,98.05
51,night6,97.53
55,night6,94.81
50,night6,96.14
48,night6,92.28
52,night6,96.9
90,night6,96.93
30,night6,97.68
21,night6,95.7
70,night6,100.0
32,night6,96.63
78,night6,99.49
57,night6,95.92
36,night6,98.7
61,night6,92.86
29,night6,89.47
67,night6,99.44
22,night6,78.46
91,night6,91.53
37,night6,94.96
53,night6,90.34
2,night6,83.33
87,night6,72.15
81,night6,88.89
63,night6,72.44
15,night6,95.57
20,night6,96.97
66,night6,64.62
74,night6,91.75
16,night6,92.31
42,night6,94.87
97,night6,82.54
86,night6,80.34
49,night6,87.5
43,night6,98.15
77,night6,74.64
0,night6,97.56
19,night6,94.34
45,night6,98.49
3,night6,66.67
46,night6,98.43
31,night6,96.67
1,night6,90.91
93,night6,46.55
79,night6,89.32
60,night6,100.0
11,night6,93.33
18,night6,60.0
85,night6,33.33
59,night6,100.0
64,night6,27.27
58,night6,83.33
68,night6,91.67
83,night6,94.87
73,night6,91.84
72,night6,91.86
88,night6,82.14
12,night6,96.94
27,night6,0.0
41,night6,94.85
40,night6,93.62
96,night6,28.57
24,night6,75.0
65,night6,66.67
6,night6,93.33
34,night6,100.0
38,night6,66.67
39,night6,87.88
75,night6,86.27
56,night6,58.33
76,night6,83.33
35,night6,94.29
25,night6,85.71
47,night6,81.48
7,night6,77.5
99,night6,89.47
102,night6,96.0
33,night6,83.33
92,night6,16.67
71,night6,100.0
44,night6,71.43
62,night6,96.97
84,night6,0.0
26,night6,86.36
4,night6,66.67
13,night6,50.0
69,night6,90.91
89,night6,87.5
10,night6,100.0
5,night6,100.0
54,night6,68.75
98,night6,33.33
101,night6,0.0
80,night6,100.0
100,night6,66.67
82,night6,71.43
14,night6,33.33
9,night6,66.67
95,night6,0.0
8,night6,66.67
94,night6,0.0
