category,images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
Dangerous warning,2228,93.89673249551166,93.8056687612208,93.62728904847395,93.58171903052063,93.53790843806104,93.17809694793534,93.0431552962298,92.59351436265706,92.90808348294432,91.87475763016158,89.94710951526031
Regularoty,7545,95.42720609675281,94.18238568588471,93.71811265738897,93.57250099403578,93.04211663353215,92.16612326043739,91.2787660702452,90.17880980781977,89.17213916500994,87.52710801855534,86.30789794565939
