images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
9773,95.07829632661414,94.09650363245677,93.69740714212624,93.57460247620996,93.1551447866571,92.39682799549779,91.68100276271359,90.72930215900953,90.02384119512942,88.51826358334186,87.13754732426074
