category,sub-category,images,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42
Dangerous warning,Dangerous warning,2228,93.89673249551166,93.8056687612208,93.62728904847395,93.58171903052063,93.53790843806104,93.17809694793534,93.0431552962298,92.59351436265707,92.90808348294432,91.87475763016158,89.94710951526031
Regularoty,Priority ,1041,97.02058597502402,96.5432949087416,96.54075888568686,96.5432949087416,96.44808837656099,96.06017291066283,95.578972142171,95.00383285302594,94.42924111431317,92.98602305475505,91.93236311239194
Regularoty,Prohibitory,3957,96.10856709628504,95.50254738438213,95.0475916098054,94.76908516552943,94.33854435178166,93.68150871872632,92.84810209754866,92.03935304523631,90.97880970432146,89.38484710639372,88.75271923174122
Regularoty,Mandatory,1203,96.34131338320864,95.92523690773066,95.59339983374895,95.84384039900249,95.67760598503739,94.67918536990857,94.18014962593516,92.85114713216957,91.60453865336659,90.27241895261847,88.44586034912719
Regularoty,Special regulations,1344,91.36877976190476,86.90691220238097,85.93902529761905,85.71543154761902,84.22807291666666,82.43896577380951,80.73059523809523,78.57178571428571,77.6038244047619,75.37203869047619,72.83974702380952
