filter,noise_52,noise_49,noise_42,baseline_52,baseline_49,baseline_42,norm_52,norm_49,norm_42,homo_52,homo_49,homo_42
Original,89.05132405607286,88.46845083393022,92.88897779596849,89.43027320167809,90.92407960708076,90.25959275555101,95.1600695794536,94.87283433950681,94.50571574746752,85.61342985777142,90.85170162693136,91.68045226644837
fog,72.12688324976978,75.29972884477642,76.40458098843754,34.73847334492991,40.47897677274123,39.241322009618344,54.221370101299506,54.37477847129848,54.68059961117364,29.396761485725982,37.31687608717896,43.0671083597667
night,80.81453801289267,82.21654865445616,87.97757188171494,76.30222347283332,82.08324260718304,80.58950373477948,92.56128721989153,92.00859101606468,92.18264197278215,75.60569937583136,80.90672157986288,80.93799242811828
rain,81.76547119615269,83.36194822470071,86.72826767625088,80.29253965005628,82.84109382993961,82.25658651386473,89.32759029980558,89.47041645349432,88.11071318939938,82.70737542208124,86.97459736007366,87.63922234728334
snow,62.85725365803745,63.81880794024354,64.94382686994781,66.7351099969303,68.43262867082778,63.39910672260308,70.63405709608104,73.74447968893892,68.55618029264299,65.90555305433334,81.41855111020158,79.4022807735598
day,88.93829121047784,88.38605545891744,92.79630205668678,89.19459940652818,90.78085439476108,90.09540673283537,95.10895323851429,94.86300214877724,94.57703366417682,85.2247856338893,89.58480098229815,90.62606773764452
