epoch,validation_loss,validation_accuracy
1,1.0497291088104248,0.7400398254394531
2,0.5081639885902405,0.8646841049194336
3,0.3816733956336975,0.9026750326156616
4,0.3307870328426361,0.9206032752990723
5,0.298990935087204,0.9309903383255005
6,0.3088546097278595,0.9324132204055786
7,0.3285893201828003,0.9319863319396973
8,0.3737756013870239,0.9312748908996582
9,0.40083611011505127,0.936681866645813
10,0.390694797039032,0.9406659007072449
11,0.42105475068092346,0.9430847764015198
12,0.4670233726501465,0.9430847764015198
13,0.4744930565357208,0.944365382194519
14,0.5214309692382812,0.9490609169006348
15,0.5722238421440125,0.9408081769943237
16,0.5401839017868042,0.9381047487258911
17,0.5204668045043945,0.9490609169006348
18,0.5442308783531189,0.9477803111076355
19,0.5552634000778198,0.9467843174934387
20,0.5340124368667603,0.9494877457618713
21,0.5604346990585327,0.9499146342277527
22,0.5779578685760498,0.9497723579406738
23,0.5925211906433105,0.9499146342277527
24,0.604730486869812,0.9501991868019104
25,0.6172142624855042,0.9500569105148315
