epoch,model_52,model_49,model_42
1,1.9078621864318848,1.5934048891067505,1.0497291088104248
2,0.8975680470466614,0.7004033923149109,0.5081639885902405
3,0.5380685329437256,0.5522432923316956,0.3816733956336975
4,0.36544257402420044,0.36812129616737366,0.3307870328426361
5,0.33643248677253723,0.37002795934677124,0.298990935087204
6,0.4008532762527466,0.41375964879989624,0.3088546097278595
7,0.3788684904575348,0.4006645083427429,0.3285893201828003
8,0.38574734330177307,0.42568331956863403,0.3737756013870239
9,0.39653319120407104,0.5053892731666565,0.40083611011505127
10,0.3904966115951538,0.4509807229042053,0.390694797039032
11,0.44975900650024414,0.5173754096031189,0.42105475068092346
12,0.4313484728336334,0.49627041816711426,0.4670233726501465
13,0.5310227274894714,0.5928815007209778,0.4744930565357208
14,0.4694632589817047,0.5454372763633728,0.5214309692382812
15,0.5265808701515198,0.6490991115570068,0.5722238421440125
16,0.5365573763847351,0.6212974786758423,0.5401839017868042
17,0.5595295429229736,0.6578270196914673,0.5204668045043945
18,0.5896198749542236,0.6766231656074524,0.5442308783531189
19,0.6045705080032349,0.6900455355644226,0.5552634000778198
20,0.6212773323059082,0.7039703130722046,0.5340124368667603
21,0.6369040012359619,0.7190854549407959,0.5604346990585327
22,0.6505568027496338,0.7320514917373657,0.5779578685760498
23,0.6627885699272156,0.7440801858901978,0.5925211906433105
24,0.6769008040428162,0.7551363110542297,0.604730486869812
25,0.6911928653717041, ,0.6172142624855042
