category,images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
Dangerous warning,2228,92.95417863554758,92.9999910233393,92.68464542190304,92.23624775583485,91.83193895870735,91.29195691202872,91.33703770197488,90.43920556552962,90.30531418312388,89.54366247755836,89.22986086175942
Regularoty,7545,94.72474353876741,94.4075440689198,94.07605964214713,93.91712259774685,93.53204373757457,93.37371106693173,92.93587541418158,92.485887342611,92.49862027833001,91.7694618952949,91.38499403578531
