class,Original_model_42,rain1_model_42,rain2_model_42,rain3_model_42,rain4_model_42,rain5_model_42,rain6_model_42,rain7_model_42,rain8_model_42,rain9_model_42,rain10_model_42,images
32,96.63,96.35,96.07,96.35,95.22,95.22,95.51,96.07,94.94,94.66,93.26,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21
35,100.0,100.0,91.43,97.14,97.14,91.43,88.57,91.43,97.14,91.43,94.29,35
36,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.35,99.35,154
37,95.68,95.68,94.96,95.68,95.68,95.68,94.96,95.68,95.68,94.96,94.96,139
38,77.78,77.78,55.56,66.67,66.67,55.56,55.56,66.67,55.56,66.67,44.44,9
39,90.91,90.91,90.91,87.88,87.88,90.91,90.91,90.91,87.88,84.85,81.82,33
40,87.23,87.23,87.23,89.36,87.23,87.23,89.36,89.36,87.23,87.23,87.23,47
41,96.91,96.91,95.88,96.91,96.91,96.91,96.91,96.91,97.94,96.91,96.91,97
42,93.59,94.87,94.87,93.59,94.87,93.59,93.59,94.87,94.87,92.31,94.87,78
43,92.59,90.74,94.44,88.89,88.89,87.04,90.74,85.19,88.89,88.89,88.89,54
44,85.71,85.71,85.71,85.71,85.71,100.0,85.71,100.0,85.71,85.71,85.71,7
45,99.25,99.25,99.25,99.25,98.49,98.87,98.49,97.74,98.11,98.11,98.87,265
46,97.25,97.65,97.25,97.65,96.86,96.08,94.9,92.55,94.12,95.69,93.33,255
47,81.48,85.19,81.48,85.19,85.19,85.19,85.19,77.78,77.78,85.19,70.37,27
48,94.44,95.06,94.75,93.83,94.75,94.14,94.14,91.98,93.52,92.28,92.28,324
49,94.64,94.64,94.64,96.43,96.43,96.43,94.64,96.43,96.43,94.64,92.86,56
50,96.62,95.41,94.93,95.89,95.89,94.93,93.24,93.48,93.48,92.75,92.51,414
51,97.12,97.12,95.47,93.83,93.83,93.42,92.59,93.42,92.18,92.59,90.12,243
52,98.55,98.35,98.14,98.14,97.52,97.31,96.69,96.07,96.69,94.83,94.63,484
53,92.44,91.6,88.66,87.82,86.55,89.5,84.87,86.13,83.19,84.03,81.09,238
54,62.5,56.25,56.25,62.5,56.25,50.0,56.25,50.0,56.25,56.25,50.0,16
55,98.27,97.84,97.4,98.27,96.54,95.24,94.37,93.51,92.64,89.18,88.74,231
56,79.17,75.0,66.67,62.5,62.5,70.83,62.5,54.17,54.17,66.67,45.83,24
57,97.96,97.96,95.92,95.92,95.92,95.92,93.37,93.37,93.37,94.39,91.84,196
58,91.67,91.67,91.67,83.33,83.33,83.33,83.33,91.67,91.67,91.67,83.33,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27
60,96.83,90.48,92.06,87.3,87.3,88.89,88.89,84.13,88.89,84.13,84.13,63
61,94.64,92.86,92.86,91.07,92.86,91.07,94.64,94.64,92.86,92.86,89.29,56
62,93.94,90.91,90.91,90.91,87.88,90.91,93.94,84.85,84.85,84.85,84.85,33
63,93.78,93.78,95.56,94.67,94.22,93.78,92.0,93.33,92.44,91.56,92.0,225
64,81.82,81.82,81.82,72.73,90.91,81.82,72.73,72.73,81.82,54.55,72.73,11
65,66.67,66.67,66.67,55.56,66.67,55.56,55.56,55.56,55.56,44.44,55.56,9
66,87.69,89.23,87.69,86.15,90.0,88.46,86.92,86.92,87.69,84.62,85.38,130
67,99.44,99.44,99.44,100.0,99.44,97.22,97.78,97.78,97.78,93.89,96.67,180
68,94.44,94.44,94.44,97.22,97.22,94.44,94.44,97.22,91.67,88.89,91.67,36
69,100.0,100.0,100.0,100.0,100.0,100.0,90.91,100.0,100.0,100.0,100.0,11
70,100.0,100.0,100.0,100.0,100.0,100.0,98.28,98.28,100.0,98.28,100.0,58
71,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,24
72,97.67,97.67,97.67,97.67,96.51,96.51,97.67,96.51,97.67,96.51,97.67,86
73,100.0,100.0,97.96,97.96,100.0,97.96,97.96,100.0,100.0,100.0,97.96,49
74,96.12,94.66,96.12,96.6,95.15,96.6,95.63,95.63,95.15,95.15,93.69,206
75,92.16,92.16,92.16,92.16,92.16,92.16,88.24,92.16,90.2,90.2,92.16,51
76,100.0,100.0,94.44,94.44,100.0,100.0,94.44,94.44,94.44,94.44,94.44,18
77,89.13,89.86,89.13,87.68,87.68,85.51,89.13,86.96,84.78,89.13,83.33,138
78,98.48,97.97,97.97,98.48,98.48,97.97,98.98,97.46,96.45,95.43,97.46,197
79,93.2,93.2,94.17,93.2,93.2,93.2,93.2,93.2,95.15,95.15,93.2,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,66.67,100.0,100.0,3
81,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,36
82,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7
83,93.59,93.59,93.59,93.59,93.59,91.03,92.31,92.31,88.46,89.74,89.74,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,55.56,44.44,44.44,44.44,55.56,33.33,33.33,66.67,33.33,44.44,44.44,9
86,92.7,91.57,91.01,90.45,88.76,91.57,91.57,90.45,88.76,88.76,87.08,178
87,94.3,92.41,93.67,91.77,86.08,87.34,87.34,84.18,86.08,82.28,87.34,158
88,78.57,75.0,75.0,75.0,71.43,78.57,75.0,71.43,75.0,71.43,82.14,28
89,100.0,100.0,100.0,87.5,100.0,100.0,87.5,100.0,87.5,100.0,100.0,8
90,98.22,98.38,98.71,98.38,97.9,98.71,98.71,98.22,98.71,97.9,97.9,618
91,89.83,91.53,89.83,89.83,86.44,88.14,89.83,88.14,88.14,88.14,88.14,59
92,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,12
93,12.07,8.62,8.62,15.52,13.79,8.62,10.34,10.34,12.07,12.07,17.24,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,28.57,28.57,14.29,28.57,28.57,14.29,0.0,14.29,14.29,0.0,7
97,88.89,88.89,90.48,88.89,90.48,90.48,88.89,88.89,90.48,90.48,88.89,63
98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
99,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,78.95,19
100,0.0,16.67,0.0,0.0,0.0,16.67,33.33,0.0,16.67,0.0,33.33,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5
102,96.0,96.0,96.0,96.0,96.0,92.0,96.0,96.0,96.0,92.0,96.0,25
