class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
54,56.25,56.25,62.5,68.75,68.75,68.75,68.75,62.5,62.5,50.0,50.0,16
55,93.07,91.77,91.77,92.64,92.64,92.64,90.48,88.74,90.04,90.91,90.04,231
56,75.0,70.83,75.0,75.0,75.0,75.0,75.0,70.83,66.67,62.5,66.67,24
57,92.86,91.33,92.35,92.35,92.86,92.35,91.33,92.35,90.31,89.8,87.24,196
58,91.67,100.0,83.33,83.33,83.33,83.33,75.0,66.67,75.0,75.0,75.0,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27
60,92.06,88.89,92.06,92.06,95.24,92.06,93.65,95.24,90.48,90.48,88.89,63
61,94.64,94.64,94.64,96.43,91.07,91.07,94.64,94.64,92.86,96.43,91.07,56
62,87.88,93.94,93.94,93.94,93.94,93.94,93.94,93.94,87.88,93.94,87.88,33
63,92.44,91.11,90.22,89.33,88.89,88.89,87.11,84.0,82.67,74.67,72.0,225
64,63.64,63.64,63.64,54.55,54.55,54.55,54.55,63.64,54.55,45.45,45.45,11
65,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,66.67,66.67,77.78,9
66,86.15,84.62,81.54,80.0,76.92,76.92,76.15,70.77,68.46,66.92,66.92,130
67,99.44,99.44,99.44,99.44,99.44,99.44,99.44,98.89,99.44,98.33,97.22,180
68,91.67,97.22,94.44,94.44,91.67,94.44,97.22,91.67,97.22,97.22,88.89,36
69,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,54.55,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58
71,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24
72,96.51,97.67,97.67,96.51,96.51,94.19,94.19,96.51,94.19,90.7,93.02,86
73,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,91.84,49
74,94.17,95.63,94.66,95.15,94.66,95.15,94.66,95.15,92.23,92.23,90.78,206
75,98.04,98.04,98.04,98.04,96.08,96.08,96.08,94.12,88.24,88.24,88.24,51
76,77.78,83.33,83.33,83.33,77.78,72.22,77.78,77.78,72.22,77.78,77.78,18
77,90.58,90.58,85.51,86.96,86.23,84.78,83.33,85.51,84.78,81.16,78.99,138
78,97.97,97.97,97.46,97.97,97.97,97.46,97.46,97.46,96.45,93.91,94.92,197
79,96.12,98.06,96.12,95.15,95.15,95.15,95.15,94.17,92.23,92.23,93.2,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,91.67,91.67,94.44,94.44,94.44,94.44,94.44,94.44,91.67,94.44,91.67,36
82,100.0,100.0,85.71,100.0,100.0,85.71,85.71,100.0,71.43,100.0,85.71,7
83,97.44,98.72,98.72,98.72,98.72,98.72,98.72,98.72,98.72,97.44,96.15,78
84,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,4
85,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,9
86,94.38,94.38,92.7,92.7,91.01,89.89,88.2,87.08,87.08,83.15,79.78,178
87,94.3,93.04,93.67,94.3,95.57,91.77,84.81,82.91,82.91,79.11,75.95,158
88,75.0,71.43,75.0,75.0,75.0,75.0,71.43,67.86,71.43,67.86,64.29,28
89,37.5,12.5,37.5,12.5,25.0,0.0,0.0,0.0,0.0,25.0,0.0,8
90,97.41,97.09,97.09,97.09,97.09,97.09,96.76,96.28,95.79,94.82,93.69,618
91,91.53,91.53,91.53,91.53,93.22,91.53,89.83,91.53,91.53,91.53,89.83,59
92,58.33,41.67,25.0,25.0,25.0,8.33,0.0,8.33,0.0,0.0,25.0,12
93,56.9,39.66,37.93,43.1,31.03,29.31,20.69,13.79,13.79,8.62,13.79,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,28.57,7
97,88.89,82.54,80.95,80.95,82.54,82.54,82.54,84.13,77.78,76.19,73.02,63
98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.33,3
99,89.47,89.47,89.47,89.47,89.47,89.47,89.47,89.47,89.47,89.47,84.21,19
100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6
101,100.0,60.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,25
