category,images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
Dangerous warning,2228,90.12662028725313,90.35094703770197,89.99061490125673,89.76695242369837,89.45292639138242,89.8562342908438,89.58577199281868,89.31614901256732,88.9592145421903,88.06173249551166,86.80535906642729
Regularoty,7545,94.0217070907886,93.78380251822398,93.59844135188867,93.75748575215374,93.37339297548046,93.10828495692512,92.68369781312126,92.18037243207422,91.51801590457256,90.62956660039761,89.26453412856196
