category,images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
Dangerous warning,2228,90.62072262118491,86.53390933572712,86.31142280071813,84.8749910233393,81.46460502692997,77.60420107719928,70.6011894075404,58.88789497307001,38.06120736086176,13.151333034111312,0.2693087971274685
Regularoty,7545,93.71770178926441,91.19949900596423,89.86063750828363,88.44227700463885,85.2744108681246,81.14115175612989,75.44108548707753,66.85199602385687,51.981342611000656,30.683431411530808,5.659852882703777
