class,filters,error
28,fog10,62.5
86,fog10,43.82
61,fog10,80.36
46,fog10,64.71
20,fog10,81.82
90,fog10,83.98
30,fog10,93.04
31,fog10,82.78
78,fog10,79.7
55,fog10,60.17
16,fog10,86.08
48,fog10,80.86
49,fog10,75.0
74,fog10,85.44
47,fog10,44.44
87,fog10,31.65
23,fog10,86.46
52,fog10,65.91
97,fog10,73.02
50,fog10,77.54
66,fog10,52.31
88,fog10,57.14
15,fog10,81.01
42,fog10,82.05
36,fog10,87.01
91,fog10,64.41
21,fog10,53.76
70,fog10,89.66
0,fog10,84.55
63,fog10,75.11
51,fog10,62.14
93,fog10,41.38
62,fog10,54.55
12,fog10,56.12
45,fog10,84.53
99,fog10,84.21
72,fog10,80.23
73,fog10,89.8
43,fog10,70.37
19,fog10,61.32
22,fog10,75.38
56,fog10,16.67
60,fog10,68.25
29,fog10,43.86
18,fog10,40.0
67,fog10,70.56
77,fog10,67.39
101,fog10,80.0
53,fog10,47.9
8,fog10,0.0
82,fog10,28.57
6,fog10,58.33
68,fog10,75.0
64,fog10,18.18
32,fog10,83.71
17,fog10,63.46
85,fog10,0.0
79,fog10,82.52
75,fog10,82.35
25,fog10,33.33
35,fog10,42.86
2,fog10,53.7
41,fog10,85.57
96,fog10,42.86
59,fog10,55.56
44,fog10,71.43
57,fog10,61.73
37,fog10,77.7
83,fog10,70.51
34,fog10,95.24
98,fog10,0.0
27,fog10,0.0
11,fog10,37.78
81,fog10,69.44
102,fog10,76.0
54,fog10,18.75
26,fog10,50.0
76,fog10,61.11
39,fog10,63.64
7,fog10,22.5
40,fog10,65.96
65,fog10,11.11
100,fog10,16.67
3,fog10,33.33
1,fog10,75.0
14,fog10,33.33
89,fog10,50.0
24,fog10,50.0
92,fog10,8.33
4,fog10,33.33
71,fog10,58.33
69,fog10,72.73
10,fog10,69.23
33,fog10,83.33
95,fog10,0.0
38,fog10,66.67
58,fog10,33.33
5,fog10,71.43
80,fog10,100.0
94,fog10,0.0
84,fog10,0.0
13,fog10,25.0
9,fog10,33.33
