images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
9773,94.84279341041645,86.12516525120229,81.41829121047786,74.78821958456973,66.55114294484805,55.38724444899212,41.37926327637367,26.22505474265835,13.189582523278418,5.177889082165148,2.8542249053514777
