category,images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
Dangerous warning,2228,93.71690754039497,86.44579892280072,82.00048922800718,74.99975314183122,66.29269748653499,55.20613105924597,39.990462298025136,25.26877468581688,10.906750448833034,2.8730251346499105,1.032064631956912
Regularoty,7545,95.17526176275679,86.03048376408216,81.24637110669319,74.72575480450631,66.62746056991385,55.44072630881378,41.78936911862159,26.507439363817102,13.863691186216037,5.858503644797879,3.3922995361166333
