images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
9773,93.13372454722193,92.8272792387189,92.62229407551418,91.74270541287218,91.28163000102325,90.20715952112963,89.47157576997851,88.69393226235546,88.0388754732426,86.89225212319657,86.11531566560934
