class,filters,error
50,Original,94.69
31,Original,93.33
28,Original,96.88
79,Original,96.12
90,Original,97.41
53,Original,90.34
32,Original,97.19
15,Original,85.44
55,Original,93.07
45,Original,100.0
67,Original,99.44
29,Original,84.21
30,Original,97.68
1,Original,93.18
61,Original,94.64
77,Original,90.58
69,Original,72.73
66,Original,86.15
37,Original,96.4
48,Original,92.59
52,Original,96.07
21,Original,91.4
51,Original,97.53
60,Original,92.06
38,Original,66.67
35,Original,82.86
16,Original,93.41
93,Original,56.9
46,Original,96.47
36,Original,99.35
74,Original,94.17
12,Original,93.88
42,Original,97.44
23,Original,96.0
20,Original,94.81
63,Original,92.44
43,Original,90.74
49,Original,98.21
40,Original,87.23
72,Original,96.51
39,Original,81.82
87,Original,94.3
97,Original,88.89
101,Original,100.0
62,Original,87.88
56,Original,75.0
57,Original,92.86
22,Original,81.54
100,Original,100.0
71,Original,100.0
78,Original,97.97
47,Original,85.19
26,Original,95.45
91,Original,91.53
17,Original,75.0
86,Original,94.38
0,Original,95.12
70,Original,100.0
102,Original,96.0
34,Original,100.0
82,Original,100.0
83,Original,97.44
95,Original,0.0
19,Original,92.45
6,Original,88.33
3,Original,61.9
73,Original,93.88
54,Original,56.25
68,Original,91.67
75,Original,98.04
81,Original,91.67
7,Original,75.0
11,Original,91.11
41,Original,93.81
8,Original,0.0
33,Original,83.33
88,Original,75.0
85,Original,11.11
9,Original,66.67
2,Original,83.33
27,Original,0.0
10,Original,84.62
76,Original,77.78
96,Original,42.86
24,Original,75.0
94,Original,0.0
25,Original,80.95
64,Original,63.64
58,Original,91.67
99,Original,89.47
18,Original,60.0
59,Original,100.0
92,Original,58.33
65,Original,77.78
5,Original,85.71
4,Original,77.78
84,Original,25.0
98,Original,100.0
44,Original,71.43
13,Original,50.0
89,Original,37.5
14,Original,0.0
80,Original,100.0
