category,images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
Dangerous warning,2228,90.12662028725313,90.30594254937162,89.58564183123879,89.09339766606821,88.86886894075403,87.92666517055653,86.85030969479352,86.04252692998205,85.8623698384201,83.52649910233393,84.24541741472173
Regularoty,7545,94.0217070907886,93.57181709741548,93.51900198807157,92.52503247183564,91.99410603048378,90.8805778661365,90.24562226640158,89.47687872763419,88.6815864811133,87.88614181577205,86.66748707753479
