images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
9773,93.06266653023637,92.5610897370306,92.04880487056177,91.60917118592039,91.20948429346159,90.1469518059961,88.878074286299,88.25317302772945,87.5992203008288,86.74896551724137,85.47994883863706
