class,filters,error
78,Original,97.97
74,Original,96.6
48,Original,92.9
45,Original,98.87
23,Original,95.08
52,Original,96.9
41,Original,93.81
3,Original,71.43
90,Original,97.41
66,Original,90.0
0,Original,94.31
86,Original,93.26
33,Original,83.33
63,Original,94.22
59,Original,100.0
50,Original,95.17
30,Original,96.75
6,Original,85.0
85,Original,33.33
55,Original,89.61
28,Original,97.66
77,Original,89.86
43,Original,98.15
51,Original,95.88
46,Original,97.65
93,Original,46.55
42,Original,97.44
32,Original,96.91
53,Original,88.24
72,Original,94.19
24,Original,65.0
47,Original,85.19
75,Original,92.16
16,Original,94.87
12,Original,89.8
56,Original,70.83
15,Original,89.87
70,Original,100.0
57,Original,93.37
22,Original,83.08
36,Original,100.0
67,Original,100.0
5,Original,71.43
31,Original,95.56
49,Original,91.07
37,Original,94.24
97,Original,77.78
87,Original,97.47
79,Original,95.15
20,Original,97.4
83,Original,97.44
19,Original,92.45
27,Original,0.0
68,Original,91.67
2,Original,79.63
73,Original,95.92
81,Original,86.11
60,Original,96.83
61,Original,94.64
44,Original,71.43
29,Original,82.46
76,Original,100.0
80,Original,100.0
21,Original,95.7
54,Original,37.5
35,Original,100.0
7,Original,82.5
69,Original,72.73
102,Original,100.0
91,Original,93.22
11,Original,97.78
40,Original,85.11
1,Original,93.18
25,Original,85.71
71,Original,100.0
82,Original,100.0
17,Original,86.54
39,Original,90.91
101,Original,100.0
95,Original,0.0
34,Original,100.0
84,Original,25.0
26,Original,86.36
65,Original,100.0
88,Original,85.71
99,Original,89.47
10,Original,92.31
58,Original,91.67
14,Original,0.0
8,Original,0.0
89,Original,50.0
38,Original,66.67
62,Original,81.82
96,Original,14.29
92,Original,33.33
4,Original,88.89
100,Original,50.0
9,Original,66.67
64,Original,36.36
18,Original,100.0
98,Original,66.67
13,Original,75.0
94,Original,33.33
