category,images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
Dangerous warning,2228,89.27296229802512,89.22868491921005,89.45144973070018,88.8678500897666,89.04797576301617,88.42047127468581,88.91310592459604,88.55645870736085,88.14997755834828,88.19638240574507,87.97145870736087
Regularoty,7545,94.11562756792578,93.79718223989397,93.83648906560637,93.46549635520213,93.2668310139165,93.00236315440688,93.28036315440691,92.88236580516899,92.81632869449967,92.32622796554008,92.47204108681247
