images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
9773,93.0116207919779,92.7556789112862,92.83680957740714,92.41734779494527,92.30503734779496,91.95780620075718,92.28473754220813,91.89616699068863,91.7525171390566,91.38472628670829,91.44602066919064
