category,images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
Dangerous warning,2228,92.95334829443446,92.54920556552962,92.45869389587072,92.7747037701975,92.46061938958708,92.18911131059245,91.92110861759426,91.87660233393177,91.51596050269298,90.70847845601438,89.90071364452422
Regularoty,7545,94.8297773359841,94.15540357852883,93.70514512922466,93.63905367793241,93.22776938369782,92.6575573227303,92.04695825049701,91.22548575215374,89.91426375082837,88.77416832339297,87.91173094764746
