class,filters,error
53,rain3,87.39
55,rain3,95.67
32,rain3,97.75
50,rain3,92.75
30,rain3,97.68
23,rain3,96.62
90,rain3,97.25
31,rain3,92.22
87,rain3,87.97
1,rain3,93.18
27,rain3,0.0
78,rain3,97.97
28,rain3,96.48
73,rain3,97.96
12,rain3,93.88
52,rain3,96.69
20,rain3,96.97
16,rain3,93.41
66,rain3,81.54
21,rain3,91.4
46,rain3,97.25
7,rain3,77.5
36,rain3,98.7
0,rain3,93.5
15,rain3,91.77
61,rain3,91.07
48,rain3,92.9
56,rain3,75.0
29,rain3,71.93
45,rain3,99.62
82,rain3,85.71
57,rain3,93.37
74,rain3,95.15
83,rain3,97.44
93,rain3,75.86
42,rain3,93.59
49,rain3,92.86
41,rain3,93.81
63,rain3,96.0
88,rain3,78.57
51,rain3,94.65
24,rain3,80.0
71,rain3,95.83
35,rain3,94.29
60,rain3,87.3
77,rain3,88.41
97,rain3,80.95
86,rain3,96.07
96,rain3,14.29
5,rain3,85.71
11,rain3,93.33
37,rain3,97.12
22,rain3,78.46
2,rain3,75.93
62,rain3,87.88
43,rain3,98.15
72,rain3,95.35
59,rain3,100.0
69,rain3,72.73
91,rain3,89.83
39,rain3,72.73
81,rain3,88.89
92,rain3,33.33
19,rain3,92.45
79,rain3,94.17
89,rain3,12.5
101,rain3,100.0
34,rain3,90.48
44,rain3,71.43
67,rain3,100.0
68,rain3,91.67
17,rain3,88.46
70,rain3,100.0
3,rain3,71.43
94,rain3,0.0
75,rain3,96.08
47,rain3,81.48
38,rain3,66.67
14,rain3,0.0
6,rain3,85.0
26,rain3,90.91
98,rain3,33.33
58,rain3,75.0
33,rain3,83.33
40,rain3,93.62
25,rain3,76.19
76,rain3,94.44
18,rain3,60.0
99,rain3,78.95
102,rain3,96.0
10,rain3,84.62
4,rain3,44.44
64,rain3,45.45
9,rain3,33.33
95,rain3,0.0
8,rain3,0.0
100,rain3,33.33
54,rain3,43.75
65,rain3,100.0
85,rain3,55.56
13,rain3,50.0
80,rain3,100.0
84,rain3,0.0
