category,images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
Dangerous warning,2228,92.8640709156194,83.25989228007182,78.09629263913826,71.49920556552964,62.432993716337535,51.166099640933574,38.51053859964093,24.371270197486535,12.074946140035905,3.5918895870736085,1.4818447037701976
Regularoty,7545,94.75237773359841,84.85077534791252,80.44998807157056,73.57224387011266,65.5935719019218,53.73046653412856,40.31874618952948,25.35421206096753,12.684165672630881,6.150441351888667,3.3275878064943676
