category,images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
Dangerous warning,2228,90.12662028725313,90.34938061041292,90.30646319569118,89.94700179533213,89.2284380610413,89.45293087971274,89.63129263913825,89.72138689407542,88.6907540394973,89.09365798922799,89.54259425493716
Regularoty,7545,94.0217070907886,93.91596686547382,93.73136249171637,93.61113717693837,93.3735520212061,92.86949502982107,93.0558926441352,92.60463750828363,92.65676872100728,92.44500463883367,92.18045990722334
