images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
9773,93.13372454722193,93.10287424536988,92.95057096081038,92.7758057914663,92.42856952829223,92.09060370408267,92.27516934411135,91.94732835362733,91.75261639210068,91.68098127494116,91.57909239742146
