epoch,validation_loss,validation_accuracy
1,1.3025130033493042,0.6885315775871277
2,0.6565319299697876,0.8394991755485535
3,0.4918692708015442,0.8760671615600586
4,0.4321596920490265,0.9060899019241333
5,0.42191994190216064,0.9042401909828186
6,0.406686007976532,0.9186112880706787
7,0.46234583854675293,0.9207456111907959
8,0.4387280344963074,0.926010251045227
9,0.5025195479393005,0.9264370799064636
10,0.5150561332702637,0.9312748908996582
11,0.5770441293716431,0.9285714030265808
12,0.5304599404335022,0.9324132204055786
13,0.5723833441734314,0.9342629313468933
14,0.5794353485107422,0.9368241429328918
15,0.5982636213302612,0.9346898198127747
16,0.6481372117996216,0.9324132204055786
17,0.6462171673774719,0.940523624420166
18,0.679124116897583,0.9403813481330872
19,0.700509786605835,0.9399544596672058
20,0.7184525728225708,0.9402390718460083
21,0.7356270551681519,0.9409505128860474
22,0.7549657225608826,0.9410927891731262
23,0.7694289684295654,0.9412350654602051
24,0.7843710780143738,0.9410927891731262
25,0.7996206879615784,0.9410927891731262
26,0.8124100565910339,0.9412350654602051
