epoch,validation_loss,validation_accuracy
1,1.6638871431350708,0.5367103219032288
2,0.7277526259422302,0.8086226582527161
3,0.43082326650619507,0.8969835042953491
4,0.41351205110549927,0.9089356660842896
5,0.35534587502479553,0.9134889245033264
6,0.3392027020454407,0.9328400492668152
7,0.3475736379623413,0.9354012608528137
8,0.3913830518722534,0.937393307685852
9,0.4675583839416504,0.9292828440666199
10,0.45278170704841614,0.9455037117004395
11,0.4870999753475189,0.9381047487258911
12,0.4691917300224304,0.9430847764015198
13,0.4846271872520447,0.9486340284347534
14,0.555543065071106,0.9385315775871277
15,0.5027118921279907,0.9472111463546753
16,0.5017514824867249,0.9490609169006348
17,0.5308348536491394,0.9517643451690674
18,0.5544779300689697,0.9523335099220276
19,0.5736820101737976,0.9523335099220276
20,0.5881273150444031,0.9521912336349487
21,0.6005880832672119,0.9523335099220276
22,0.6129065155982971,0.9523335099220276
23,0.6232768297195435,0.9520489573478699
24,0.6338729858398438,0.951906681060791
25,0.6440076231956482,0.9517643451690674
26,0.6543940901756287,0.951906681060791
