category,images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
Dangerous warning,2228,88.95906642728903,87.65780520646318,85.50411131059246,45.24361759425493,46.58833034111311,45.556274685816874,85.8161355475763,80.56458258527827,78.94830341113105,82.81046229802514,81.95666068222623,79.39738330341115,68.04172351885097,63.194205565529614,59.74012567324956,88.82228007181328,87.61081238779174,85.36946140035907
Regularoty,7545,89.96674221338635,89.7551663353214,89.63553744201458,40.66281643472499,44.54552153744202,37.11014049039099,77.90561961563951,68.15188601722996,70.88152551358513,82.17445858184227,81.6309688535454,78.27631941683234,66.40145659377072,63.353123923127896,58.79373757455269,89.6880954274354,89.76776010603048,89.48952021206097
