images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
9773,94.48497902384119,42.77116340939322,32.30430471707767,43.06715440499335,62.30402128312698,24.649666427913637
