class,filters,error
41,Original,96.91
52,Original,98.97
12,Original,95.92
23,Original,97.85
90,Original,98.54
74,Original,97.57
55,Original,95.67
83,Original,94.87
63,Original,95.11
16,Original,94.14
19,Original,96.23
78,Original,96.95
64,Original,45.45
30,Original,97.68
7,Original,82.5
57,Original,96.94
37,Original,95.68
77,Original,89.86
46,Original,98.04
6,Original,90.0
48,Original,92.28
38,Original,66.67
15,Original,94.3
82,Original,100.0
40,Original,95.74
33,Original,83.33
26,Original,95.45
28,Original,97.66
45,Original,99.62
72,Original,97.67
32,Original,99.16
70,Original,100.0
22,Original,80.0
81,Original,88.89
75,Original,88.24
20,Original,97.84
36,Original,100.0
35,Original,94.29
31,Original,91.67
87,Original,73.42
67,Original,99.44
53,Original,91.6
61,Original,94.64
86,Original,91.57
73,Original,97.96
54,Original,43.75
50,Original,96.38
97,Original,96.83
51,Original,97.94
79,Original,90.29
66,Original,90.77
60,Original,98.41
29,Original,92.98
2,Original,96.3
25,Original,100.0
1,Original,93.18
59,Original,100.0
98,Original,100.0
21,Original,93.55
17,Original,86.54
11,Original,100.0
42,Original,97.44
0,Original,98.37
102,Original,96.0
44,Original,71.43
69,Original,90.91
62,Original,93.94
93,Original,74.14
91,Original,88.14
49,Original,89.29
88,Original,89.29
3,Original,66.67
18,Original,80.0
56,Original,70.83
101,Original,100.0
76,Original,94.44
10,Original,92.31
58,Original,91.67
13,Original,50.0
47,Original,92.59
24,Original,85.0
34,Original,100.0
68,Original,94.44
43,Original,92.59
39,Original,93.94
94,Original,0.0
89,Original,62.5
85,Original,44.44
71,Original,100.0
4,Original,88.89
100,Original,83.33
99,Original,84.21
27,Original,11.76
14,Original,0.0
96,Original,71.43
92,Original,0.0
9,Original,66.67
65,Original,55.56
84,Original,0.0
5,Original,71.43
95,Original,0.0
80,Original,100.0
8,Original,66.67
