images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
9773,93.1641051877622,92.56081244244348,92.11108359766705,91.40427913639618,91.1595528496879,90.03404788703573,89.06198506088202,88.26362222449606,87.28190831883762,86.63624373273306,85.32681673999795
