category,images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
Dangerous warning,2228,91.65121184919208,90.61948833034111,90.70943895870737,90.21376570915619,89.81094254937163,88.28506732495511,87.4325987432675,86.62539497307002,86.08756732495513,85.86105026929982,83.34742369838419
Regularoty,7545,93.61085487077536,93.1340755467197,92.52498210735587,91.75583167660702,91.55779058979456,90.55051292246523,89.54313452617627,88.74738237243207,87.63459111994698,86.865154406892,85.91132140490392
