class,filters,error
15,fograin,69.62
87,fograin,62.66
53,fograin,50.0
48,fograin,80.56
51,fograin,64.2
28,fograin,76.95
76,fograin,27.78
23,fograin,84.62
90,fograin,94.5
52,fograin,78.1
37,fograin,82.73
63,fograin,86.67
50,fograin,73.67
39,fograin,69.7
45,fograin,90.19
16,fograin,82.78
30,fograin,95.59
31,fograin,73.89
78,fograin,81.73
42,fograin,80.77
55,fograin,63.2
40,fograin,57.45
20,fograin,84.42
27,fograin,17.65
32,fograin,85.67
5,fograin,28.57
57,fograin,55.1
59,fograin,59.26
77,fograin,62.32
70,fograin,87.93
17,fograin,69.23
60,fograin,61.9
46,fograin,88.63
2,fograin,46.3
79,fograin,77.67
12,fograin,64.29
21,fograin,81.72
102,fograin,52.0
49,fograin,71.43
62,fograin,57.58
75,fograin,78.43
72,fograin,72.09
73,fograin,83.67
36,fograin,92.21
64,fograin,18.18
47,fograin,55.56
66,fograin,63.08
86,fograin,77.53
67,fograin,90.56
68,fograin,75.0
33,fograin,77.78
54,fograin,6.25
43,fograin,88.89
74,fograin,78.64
7,fograin,47.5
41,fograin,84.54
91,fograin,59.32
19,fograin,61.32
29,fograin,17.54
82,fograin,14.29
65,fograin,22.22
93,fograin,3.45
34,fograin,85.71
83,fograin,69.23
99,fograin,73.68
35,fograin,51.43
81,fograin,69.44
56,fograin,45.83
88,fograin,39.29
71,fograin,83.33
22,fograin,76.92
11,fograin,46.67
13,fograin,50.0
0,fograin,81.3
61,fograin,76.79
38,fograin,22.22
3,fograin,42.86
95,fograin,0.0
97,fograin,71.43
6,fograin,65.0
1,fograin,52.27
69,fograin,63.64
85,fograin,0.0
24,fograin,60.0
26,fograin,72.73
100,fograin,16.67
18,fograin,40.0
10,fograin,53.85
25,fograin,42.86
84,fograin,0.0
89,fograin,37.5
14,fograin,0.0
44,fograin,71.43
96,fograin,0.0
98,fograin,0.0
58,fograin,50.0
92,fograin,16.67
101,fograin,0.0
4,fograin,11.11
94,fograin,0.0
9,fograin,0.0
80,fograin,66.67
8,fograin,0.0
