category,images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
Dangerous warning,2228,90.35062387791741,86.58023788150805,85.23356822262119,83.30455565529623,80.74534111310592,76.57060592459605,69.1638958707361,56.911364452423705,36.893657989228004,12.79346947935368,0.0
Regularoty,7545,92.94862160371108,90.36501789264413,88.68044532803184,87.51551358515576,84.20229290921138,80.13282968853545,74.79122200132538,64.06871040424122,50.37686017229953,28.721424784625583,4.757883366467859
