epoch,validation_loss,validation_accuracy
1,1.198470950126648,0.7048947215080261
2,0.6459118723869324,0.8404951691627502
3,0.4368414580821991,0.88730788230896
4,0.4543106257915497,0.8975526690483093
5,0.37963399291038513,0.9180421233177185
6,0.3590261936187744,0.9250142574310303
7,0.3694162964820862,0.9278599619865417
8,0.4593188464641571,0.9299942851066589
9,0.4187967777252197,0.937393307685852
10,0.41118544340133667,0.939812183380127
11,0.5841383337974548,0.9359704256057739
12,0.5430519580841064,0.9388161897659302
13,0.6336020827293396,0.9402390718460083
14,0.5098681449890137,0.9326977729797363
15,0.5979151129722595,0.9440808296203613
16,0.5875985026359558,0.9442231059074402
17,0.6297981142997742,0.9463574290275574
18,0.6616327166557312,0.9462151527404785
19,0.6863502860069275,0.9456459879875183
20,0.7075591087341309,0.9457882642745972
21,0.7269413471221924,0.9455037117004395
22,0.7472323775291443,0.9456459879875183
23,0.7643367052078247,0.9455037117004395
24,0.7795476317405701,0.9453614354133606
25,0.7972182035446167,0.9455037117004395
26,0.8132690787315369,0.9453614354133606
