epoch,validation_loss,validation_accuracy
1,1.8877675533294678,0.4879055321216583
2,0.7871890068054199,0.7956744432449341
3,0.5389730334281921,0.8732213973999023
4,0.4256627857685089,0.8968412280082703
5,0.42360860109329224,0.9087933897972107
6,0.427923321723938,0.9093625545501709
7,0.39743149280548096,0.9288560152053833
8,0.4166216254234314,0.9314171671867371
9,0.4269223213195801,0.9375355839729309
10,0.6433151960372925,0.9093625545501709
11,0.5101199150085449,0.9393852949142456
12,0.48479515314102173,0.926863968372345
13,0.5331889986991882,0.9322709441184998
14,0.553363561630249,0.9368241429328918
15,0.5600767731666565,0.9308480620384216
16,0.5494621992111206,0.9432271122932434
17,0.5440781116485596,0.9450768232345581
18,0.5913176536560059,0.944365382194519
19,0.6132827997207642,0.9450768232345581
20,0.6310882568359375,0.945219099521637
21,0.6471714973449707,0.9457882642745972
22,0.6635053157806396,0.9456459879875183
23,0.6771687865257263,0.9457882642745972
24,0.6902858018875122,0.9453614354133606
25,0.7017024755477905,0.9450768232345581
26,0.7145084142684937,0.945219099521637
27,0.7264008522033691,0.9453614354133606
