category,images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
Dangerous warning,2228,90.2148788150808,90.12541292639139,89.6325538599641,89.76574506283664,89.67537253141832,89.98994165170558,89.6748339317774,88.69010323159785,88.91355924596051,88.64437163375226,88.77926840215441
Regularoty,7545,94.03697415506956,93.66553346587142,93.53290258449304,93.6388376408217,93.21416832339297,93.09531345261765,93.01442544731611,92.72421868787276,92.67113187541419,92.23313452617629,92.02112127236578
