category,sub-category,images,Original_model_42,rain1_model_42,rain2_model_42,rain3_model_42,rain4_model_42,rain5_model_42,rain6_model_42,rain7_model_42,rain8_model_42,rain9_model_42,rain10_model_42
Dangerous warning,Dangerous warning,2228,90.2148788150808,90.12541292639139,89.6325538599641,89.76574506283664,89.67537253141832,89.98994165170558,89.6748339317774,88.69010323159785,88.91355924596051,88.64437163375226,88.77926840215441
Regularoty,Priority ,1041,96.061911623439,95.87105667627281,96.15874159462057,96.16034582132565,95.87200768491834,95.48784822286262,95.87105667627281,95.87023054755043,96.06127761767532,95.58319884726224,95.48497598463015
Regularoty,Prohibitory,3957,94.31509729593124,93.58195855446043,93.48107151882738,93.48004801617384,93.02486985089713,92.84814253222139,92.56843821076572,92.36873388931009,91.9898610058125,91.63367702805158,91.45840283042706
Regularoty,Mandatory,1203,95.34536990856193,94.84678304239402,95.01376558603492,95.17955943474647,95.09512884455526,95.26125519534496,94.84547797173732,95.0958021612635,95.09649210307565,94.59818786367416,95.0117290108063
Regularoty,Special regulations,1344,90.47857142857141,91.14597470238094,90.32614583333333,90.77421874999997,90.0292336309524,90.03117559523811,90.47593005952382,89.2113020833333,89.8801636904762,89.28631696428572,88.31807291666668
