images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
9773,93.16563184283227,92.85847436815715,92.64372045431291,92.7558692315563,92.40741123503528,92.38736621303593,92.25308196050344,91.80454108257445,91.81449913025685,91.41498618643202,91.2820597564719
