images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
9773,94.82255704491968,37.52215082369795,32.333938401719024,41.758576690883054,62.18200040929089,23.995547938197074
