class,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42,images
0,99.19,45.53,35.77,42.28,80.49,29.27,123
1,90.91,38.64,29.55,34.09,72.73,25.0,44
2,83.33,27.78,18.52,25.93,51.85,18.52,54
3,90.48,4.76,0.0,4.76,38.1,9.52,21
4,55.56,0.0,11.11,11.11,55.56,22.22,9
5,100.0,14.29,28.57,42.86,71.43,42.86,7
6,91.67,18.33,11.67,8.33,60.0,10.0,60
7,92.5,7.5,7.5,2.5,42.5,2.5,40
8,100.0,0.0,0.0,0.0,66.67,0.0,3
9,66.67,0.0,0.0,0.0,33.33,0.0,3
10,84.62,38.46,23.08,46.15,46.15,23.08,13
11,93.33,28.89,15.56,35.56,48.89,13.33,45
12,97.96,28.57,23.47,33.67,68.37,26.53,98
13,100.0,0.0,0.0,0.0,25.0,0.0,4
14,66.67,0.0,0.0,0.0,33.33,33.33,3
15,91.77,30.38,25.32,28.48,69.62,29.75,158
16,95.6,50.18,41.03,55.31,71.79,37.73,273
17,92.31,21.15,23.08,17.31,51.92,11.54,52
18,40.0,60.0,0.0,20.0,40.0,20.0,5
19,92.45,30.19,17.92,24.53,53.77,12.26,106
20,97.84,58.44,54.98,63.64,78.35,45.89,231
21,94.62,34.41,22.58,34.41,61.29,19.35,93
22,78.46,60.0,43.08,56.92,69.23,38.46,65
23,98.46,65.23,52.0,65.23,76.0,40.62,325
24,75.0,0.0,0.0,0.0,40.0,15.0,20
25,95.24,14.29,19.05,38.1,42.86,9.52,21
26,95.45,54.55,31.82,54.55,54.55,31.82,22
27,11.76,0.0,0.0,5.88,5.88,11.76,17
28,97.66,21.48,23.83,29.3,50.39,10.94,256
29,89.47,19.3,10.53,17.54,40.35,17.54,57
30,98.61,78.89,72.85,78.89,87.47,54.99,431
31,93.89,38.33,27.22,46.67,65.0,19.44,180
32,98.03,38.76,36.52,51.69,61.52,17.42,356
33,83.33,50.0,44.44,66.67,72.22,27.78,18
34,100.0,47.62,28.57,38.1,66.67,14.29,21
35,91.43,11.43,8.57,14.29,51.43,0.0,35
36,100.0,48.7,47.4,66.88,71.43,27.92,154
37,94.24,15.83,5.76,12.23,53.24,6.47,139
38,66.67,22.22,11.11,33.33,33.33,0.0,9
39,90.91,24.24,24.24,27.27,51.52,21.21,33
40,87.23,19.15,10.64,29.79,65.96,21.28,47
41,97.94,67.01,46.39,67.01,76.29,37.11,97
42,94.87,46.15,32.05,41.03,75.64,17.95,78
43,92.59,35.19,29.63,44.44,64.81,37.04,54
44,71.43,28.57,28.57,0.0,71.43,14.29,7
45,99.62,46.42,29.81,40.0,67.55,23.4,265
46,97.25,38.04,23.14,35.69,67.06,27.06,255
47,88.89,14.81,7.41,14.81,51.85,14.81,27
48,95.37,42.9,43.83,47.22,69.14,37.04,324
49,92.86,30.36,30.36,39.29,67.86,25.0,56
50,97.83,44.2,33.82,38.65,60.63,26.57,414
51,98.35,36.63,24.69,37.86,55.56,13.17,243
52,98.35,34.92,22.52,37.19,64.67,17.77,484
53,90.76,13.45,8.82,13.87,43.7,11.34,238
54,56.25,6.25,6.25,0.0,31.25,12.5,16
55,96.97,12.99,9.52,16.88,48.48,7.79,231
56,79.17,4.17,4.17,4.17,12.5,0.0,24
57,97.96,27.04,11.22,21.43,61.73,16.84,196
58,83.33,16.67,0.0,16.67,25.0,8.33,12
59,100.0,3.7,3.7,0.0,51.85,7.41,27
60,96.83,33.33,26.98,33.33,60.32,30.16,63
61,98.21,17.86,12.5,21.43,71.43,12.5,56
62,90.91,30.3,24.24,30.3,60.61,15.15,33
63,95.11,22.67,55.11,58.22,48.89,13.78,225
64,54.55,0.0,27.27,18.18,27.27,0.0,11
65,22.22,0.0,0.0,0.0,0.0,11.11,9
66,88.46,13.85,16.92,30.77,40.77,13.08,130
67,100.0,35.56,20.0,42.22,57.22,20.56,180
68,94.44,36.11,25.0,38.89,83.33,25.0,36
69,90.91,54.55,27.27,54.55,81.82,27.27,11
70,100.0,41.38,36.21,39.66,81.03,17.24,58
71,100.0,20.83,12.5,37.5,54.17,16.67,24
72,98.84,43.02,47.67,56.98,68.6,30.23,86
73,97.96,61.22,59.18,61.22,73.47,42.86,49
74,95.63,40.29,38.35,53.88,57.77,17.48,206
