class,filters,error
36,fograin,77.27
32,fograin,51.97
63,fograin,46.67
19,fograin,25.47
86,fograin,37.08
87,fograin,22.15
48,fograin,40.43
52,fograin,42.77
95,fograin,0.0
0,fograin,51.22
90,fograin,56.63
30,fograin,77.03
45,fograin,55.85
73,fograin,61.22
29,fograin,14.04
74,fograin,45.63
12,fograin,47.96
50,fograin,38.16
61,fograin,30.36
15,fograin,32.91
59,fograin,11.11
51,fograin,36.63
46,fograin,38.82
78,fograin,43.15
16,fograin,60.07
20,fograin,60.61
91,fograin,30.51
55,fograin,22.94
40,fograin,29.79
47,fograin,3.7
77,fograin,31.16
88,fograin,25.0
76,fograin,38.89
83,fograin,14.1
53,fograin,14.29
93,fograin,6.9
25,fograin,23.81
17,fograin,25.0
37,fograin,13.67
35,fograin,5.71
49,fograin,30.36
67,fograin,44.44
79,fograin,47.57
81,fograin,47.22
42,fograin,43.59
57,fograin,21.94
21,fograin,34.41
97,fograin,41.27
62,fograin,24.24
70,fograin,55.17
6,fograin,25.0
23,fograin,64.0
28,fograin,38.67
72,fograin,51.16
22,fograin,63.08
26,fograin,27.27
66,fograin,29.23
39,fograin,36.36
75,fograin,66.67
65,fograin,0.0
43,fograin,42.59
31,fograin,57.78
64,fograin,0.0
11,fograin,22.22
102,fograin,16.0
1,fograin,13.64
99,fograin,26.32
10,fograin,53.85
7,fograin,5.0
2,fograin,40.74
60,fograin,31.75
58,fograin,16.67
41,fograin,69.07
34,fograin,42.86
33,fograin,72.22
44,fograin,71.43
3,fograin,19.05
68,fograin,55.56
96,fograin,14.29
24,fograin,10.0
71,fograin,20.83
56,fograin,4.17
38,fograin,33.33
4,fograin,33.33
85,fograin,22.22
13,fograin,0.0
101,fograin,80.0
54,fograin,12.5
27,fograin,0.0
69,fograin,63.64
92,fograin,0.0
8,fograin,0.0
94,fograin,0.0
18,fograin,20.0
89,fograin,25.0
5,fograin,42.86
84,fograin,0.0
100,fograin,0.0
80,fograin,66.67
98,fograin,0.0
9,fograin,0.0
82,fograin,28.57
14,fograin,0.0
